timestamp,visitorid,event,itemid,transactionid,datetime
1433273211281,1100434,view,359290,,2015-06-02 19:26:51.281
1433280672542,219332,view,67422,,2015-06-02 21:31:12.542
1433278869412,278188,view,61001,,2015-06-02 21:01:09.412
1433279565317,23980,view,96924,,2015-06-02 21:12:45.317
1433278489934,219332,view,90618,,2015-06-02 20:54:49.934
1433256087780,794536,view,273523,,2015-06-02 14:41:27.780
1433289603487,870979,view,338207,,2015-06-03 00:00:03.487
1433289384745,824042,view,234379,,2015-06-02 23:56:24.745
1433289330353,1194421,view,234255,,2015-06-02 23:55:30.353
1433259100492,870979,view,338207,,2015-06-02 15:31:40.492
1433262829904,1289615,view,288887,,2015-06-02 16:33:49.904
1433238883338,661879,view,234198,,2015-06-02 09:54:43.338
1433295021430,179545,view,120658,,2015-06-03 01:30:21.430
1433294084527,1011561,view,261288,,2015-06-03 01:14:44.527
1433277529265,2650,view,53821,,2015-06-02 20:38:49.265
1433279609542,23980,view,374673,,2015-06-02 21:13:29.542
1433309642364,765704,view,186420,,2015-06-03 05:34:02.364
1433309718734,765704,view,264861,,2015-06-03 05:35:18.734
1433276217180,901575,view,230034,,2015-06-02 20:16:57.180
1433294011131,1011561,view,182880,,2015-06-03 01:13:31.131
1433293995136,1011561,view,124065,,2015-06-03 01:13:15.136
1433293965339,1011561,view,269432,,2015-06-03 01:12:45.339
1433293903809,1011561,view,124065,,2015-06-03 01:11:43.809
1433258628143,1044393,view,268893,,2015-06-02 15:23:48.143
1433261275535,1397673,view,378784,,2015-06-02 16:07:55.535
1433307525419,1345852,view,453347,,2015-06-03 04:58:45.419
1433309585119,712183,view,171941,,2015-06-03 05:33:05.119
1433309634321,765704,view,264861,,2015-06-03 05:33:54.321
1433310782512,12486,view,406601,,2015-06-03 05:53:02.512
1433263458167,1387977,view,12755,,2015-06-02 16:44:18.167
1433263391870,379144,view,317721,,2015-06-02 16:43:11.870
1433256630877,206180,view,281441,,2015-06-02 14:50:30.877
1433273264050,1192610,view,110385,,2015-06-02 19:27:44.050
1433284183845,219332,view,20407,,2015-06-02 22:29:43.845
1433273856650,1362407,view,287470,,2015-06-02 19:37:36.650
1433261254462,1397673,view,378784,,2015-06-02 16:07:34.462
1433258242471,342033,view,116177,,2015-06-02 15:17:22.471
1433386002873,334203,view,420549,,2015-06-04 02:46:42.873
1433352119835,805269,view,78096,,2015-06-03 17:21:59.835
1433341649409,1229256,view,195514,,2015-06-03 14:27:29.409
1433355224944,344720,view,385751,,2015-06-03 18:13:44.944
1433317942682,375504,view,69207,,2015-06-03 07:52:22.682
1433368568080,238947,view,437932,,2015-06-03 21:56:08.080
1433389131065,1022684,view,12281,,2015-06-04 03:38:51.065
1433363217907,1334525,view,340563,,2015-06-03 20:26:57.907
1433368079186,870895,view,14606,,2015-06-03 21:47:59.186
1433393389966,203677,view,93001,,2015-06-04 04:49:49.966
1433347104553,1294467,view,53628,,2015-06-03 15:58:24.553
1433358901897,720148,view,354676,,2015-06-03 19:15:01.897
1433357768439,159274,view,63312,,2015-06-03 18:56:08.439
1433386269959,977148,view,138230,,2015-06-04 02:51:09.959
1433385901481,334203,view,274857,,2015-06-04 02:45:01.481
1433383753125,1132795,view,163846,,2015-06-04 02:09:13.125
1433373737801,1401179,view,346558,,2015-06-03 23:22:17.801
1433377096665,117368,view,80858,,2015-06-04 00:18:16.665
1433313756743,1212492,view,98291,,2015-06-03 06:42:36.743
1433371639325,1402447,view,433289,,2015-06-03 22:47:19.325
1433389894919,628069,view,266519,,2015-06-04 03:51:34.919
1433356576628,1364575,view,165922,,2015-06-03 18:36:16.628
1433366558075,870895,view,14606,,2015-06-03 21:22:38.075
1433366707795,352223,view,390453,,2015-06-03 21:25:07.795
1433360137292,1211641,view,36868,,2015-06-03 19:35:37.292
1433363817339,117368,view,80858,,2015-06-03 20:36:57.339
1433360983242,1381160,view,224614,,2015-06-03 19:49:43.242
1433335585713,988659,view,414477,,2015-06-03 12:46:25.713
1433356604380,1364575,view,242637,,2015-06-03 18:36:44.380
1433311490809,767430,view,220037,,2015-06-03 06:04:50.809
1433312139007,1202404,view,290250,,2015-06-03 06:15:39.007
1433360160242,1211641,view,36868,,2015-06-03 19:36:00.242
1433357733645,159274,view,302149,,2015-06-03 18:55:33.645
1433358728142,720148,view,354676,,2015-06-03 19:12:08.142
1433365456583,632970,view,129495,,2015-06-03 21:04:16.583
1433348212155,612449,view,259426,,2015-06-03 16:16:52.155
1433348248257,612449,view,447661,,2015-06-03 16:17:28.257
1433382571596,977148,view,421062,,2015-06-04 01:49:31.596
1433383134325,977148,view,120189,,2015-06-04 01:58:54.325
1433383680013,977148,view,426507,,2015-06-04 02:08:00.013
1433341436595,656844,view,346935,,2015-06-03 14:23:56.595
1433375622615,1056574,view,239738,,2015-06-03 23:53:42.615
1433354534088,1390593,view,199254,,2015-06-03 18:02:14.088
1433326276423,1177584,view,76670,,2015-06-03 10:11:16.423
1433315132978,412594,view,49879,,2015-06-03 07:05:32.978
1433316150788,989236,view,262125,,2015-06-03 07:22:30.788
1433362176762,1077913,view,446888,,2015-06-03 20:09:36.762
1433366765316,870895,view,14606,,2015-06-03 21:26:05.316
1433395673638,1144448,view,446897,,2015-06-04 05:27:53.638
1433393519300,203677,view,174185,,2015-06-04 04:51:59.300
1433346174096,17709,view,118780,,2015-06-03 15:42:54.096
1433346301123,948052,view,155299,,2015-06-03 15:45:01.123
1433348325859,612449,view,259426,,2015-06-03 16:18:45.859
1433358918270,720148,view,354676,,2015-06-03 19:15:18.270
1433357293804,241917,view,19071,,2015-06-03 18:48:13.804
1433358777940,159274,view,50367,,2015-06-03 19:12:57.940
1433389154600,585716,view,452986,,2015-06-04 03:39:14.600
1433352261564,1134473,view,158114,,2015-06-03 17:24:21.564
1433349202596,732119,view,361956,,2015-06-03 16:33:22.596
1433386237739,977148,view,381934,,2015-06-04 02:50:37.739
1433384850513,334203,view,351932,,2015-06-04 02:27:30.513
1433384625591,1388525,view,19269,,2015-06-04 02:23:45.591
1433386202448,977148,view,44220,,2015-06-04 02:50:02.448
1433382944240,977148,view,120189,,2015-06-04 01:55:44.240
1433385912222,334203,view,420549,,2015-06-04 02:45:12.222
1433311924333,264862,view,68337,,2015-06-03 06:12:04.333
1433368872754,238947,view,222166,,2015-06-03 22:01:12.754
1433395282886,954684,view,256271,,2015-06-04 05:21:22.886
1433378562800,930869,view,92668,,2015-06-04 00:42:42.800
1433378597543,930869,view,92668,,2015-06-04 00:43:17.543
1433378772109,930869,view,92668,,2015-06-04 00:46:12.109
1433378760748,930869,view,69699,,2015-06-04 00:46:00.748
1433346056229,17709,view,449023,,2015-06-03 15:40:56.229
1433346300388,17709,view,442330,,2015-06-03 15:45:00.388
1433397227690,203677,view,50934,,2015-06-04 05:53:47.690
1433377102823,117368,addtocart,80858,,2015-06-04 00:18:22.823
1433389426774,1405894,view,209434,,2015-06-04 03:43:46.774
1433363980424,117368,view,80858,,2015-06-03 20:39:40.424
1433471405456,1054317,view,56091,,2015-06-05 02:30:05.456
1433454066674,1395637,view,128908,,2015-06-04 21:41:06.674
1433438696208,766884,view,459480,,2015-06-04 17:24:56.208
1433440854985,1207981,transaction,350734,8693.0,2015-06-04 18:00:54.985
1433441604371,1168858,view,274798,,2015-06-04 18:13:24.371
1433418898338,1164530,view,27897,,2015-06-04 11:54:58.338
1433398715730,954684,view,444119,,2015-06-04 06:18:35.730
1433418912001,1164530,view,27897,,2015-06-04 11:55:12.001
1433399649666,843901,view,61303,,2015-06-04 06:34:09.666
1433399614017,843901,view,349254,,2015-06-04 06:33:34.017
1433422280031,331121,view,137116,,2015-06-04 12:51:20.031
1433476475418,1039325,view,91522,,2015-06-05 03:54:35.418
1433444482069,1200990,view,233132,,2015-06-04 19:01:22.069
1433457455908,495169,view,301344,,2015-06-04 22:37:35.908
1433447612670,732119,view,332018,,2015-06-04 19:53:32.670
1433448289795,938240,view,243928,,2015-06-04 20:04:49.795
1433449475439,576906,view,359547,,2015-06-04 20:24:35.439
1433468092060,30154,view,41422,,2015-06-05 01:34:52.060
1433466127105,1324516,view,315359,,2015-06-05 01:02:07.105
1433473242674,621598,view,31954,,2015-06-05 03:00:42.674
1433451752144,520720,view,46140,,2015-06-04 21:02:32.144
1433457098041,836555,view,393768,,2015-06-04 22:31:38.041
1433418908525,1164530,view,11613,,2015-06-04 11:55:08.525
1433399874213,843901,view,349254,,2015-06-04 06:37:54.213
1433480191997,540745,view,242188,,2015-06-05 04:56:31.997
1433479700508,170115,view,29863,,2015-06-05 04:48:20.508
1433440290148,397506,view,247240,,2015-06-04 17:51:30.148
1433447674572,732119,view,389550,,2015-06-04 19:54:34.572
1433450501057,806120,view,116248,,2015-06-04 20:41:41.057
1433434932863,222740,view,313093,,2015-06-04 16:22:12.863
1433435278924,1368722,view,156811,,2015-06-04 16:27:58.924
1433453108838,87758,view,60793,,2015-06-04 21:25:08.838
1433461810761,1200990,view,402970,,2015-06-04 23:50:10.761
1433440714056,1207981,view,350734,,2015-06-04 17:58:34.056
1433399744850,843901,view,61303,,2015-06-04 06:35:44.850
1433429570666,747035,view,414408,,2015-06-04 14:52:50.666
1433450880883,1344843,view,380742,,2015-06-04 20:48:00.883
1433451114051,514121,view,355520,,2015-06-04 20:51:54.051
1433448220977,938240,view,275215,,2015-06-04 20:03:40.977
1433447582618,732119,view,361956,,2015-06-04 19:53:02.618
1433468103624,30154,view,461765,,2015-06-05 01:35:03.624
1433457133257,836555,view,393768,,2015-06-04 22:32:13.257
1433457828469,1285741,view,25918,,2015-06-04 22:43:48.469
1433434524377,626583,view,403215,,2015-06-04 16:15:24.377
1433434551077,626583,view,403215,,2015-06-04 16:15:51.077
1433479269328,328601,view,198977,,2015-06-05 04:41:09.328
1433481875875,1145662,view,188228,,2015-06-05 05:24:35.875
1433478057569,520944,view,327214,,2015-06-05 04:20:57.569
1433437584025,820543,view,225802,,2015-06-04 17:06:24.025
1433422399923,955079,view,3329,,2015-06-04 12:53:19.923
1433447644861,732119,view,361956,,2015-06-04 19:54:04.861
1433444717874,1200990,view,233132,,2015-06-04 19:05:17.874
1433444059154,1200990,view,402970,,2015-06-04 18:54:19.154
1433418843961,1164530,view,207185,,2015-06-04 11:54:03.961
1433418865774,1164530,view,11613,,2015-06-04 11:54:25.774
1433434197367,592788,view,85062,,2015-06-04 16:09:57.367
1433434182156,592788,view,204057,,2015-06-04 16:09:42.156
1433472185243,831061,view,334824,,2015-06-05 02:43:05.243
1433452839858,903670,view,256695,,2015-06-04 21:20:39.858
1433481462916,305297,view,272527,,2015-06-05 05:17:42.916
1433481691966,1145662,view,328692,,2015-06-05 05:21:31.966
1433483597272,1069867,view,188452,,2015-06-05 05:53:17.272
1433442289339,241917,view,19071,,2015-06-04 18:24:49.339
1433429778813,978955,view,356165,,2015-06-04 14:56:18.813
1433461743878,1200990,view,402970,,2015-06-04 23:49:03.878
1433463630357,1324516,view,246199,,2015-06-05 00:20:30.357
1433461802219,1200990,view,294995,,2015-06-04 23:50:02.219
1433418909966,1164530,view,207185,,2015-06-04 11:55:09.966
1433436718865,1290990,view,290938,,2015-06-04 16:51:58.865
1433445584441,300620,view,78780,,2015-06-04 19:19:44.441
1433449329163,1344843,view,181785,,2015-06-04 20:22:09.163
1433449565929,576906,view,359547,,2015-06-04 20:26:05.929
1433434209692,592788,view,204057,,2015-06-04 16:10:09.692
1433452389081,903670,view,256695,,2015-06-04 21:13:09.081
1433453810975,1395637,view,128908,,2015-06-04 21:36:50.975
1433439414917,956684,view,198005,,2015-06-04 17:36:54.917
1433471910685,615611,view,423672,,2015-06-05 02:38:30.685
1433440671802,1207981,view,350734,,2015-06-04 17:57:51.802
1433440714651,1207981,addtocart,350734,,2015-06-04 17:58:34.651
1433442735250,1200990,view,272498,,2015-06-04 18:32:15.250
1433443181013,241917,view,19071,,2015-06-04 18:39:41.013
1433402507315,954684,view,295168,,2015-06-04 07:21:47.315
1433402520469,954684,view,295168,,2015-06-04 07:22:00.469
1433398652525,954684,view,444119,,2015-06-04 06:17:32.525
1433418824478,1164530,view,27897,,2015-06-04 11:53:44.478
1433445988177,763580,addtocart,257115,,2015-06-04 19:26:28.177
1433446155080,763580,transaction,257115,15026.0,2015-06-04 19:29:15.080
1433444687839,1200990,view,151551,,2015-06-04 19:04:47.839
1433445794348,763580,view,257115,,2015-06-04 19:23:14.348
1433458756460,489116,view,334004,,2015-06-04 22:59:16.460
1433483969192,1146478,view,390694,,2015-06-05 05:59:29.192
1433482015434,1145662,view,328692,,2015-06-05 05:26:55.434
1433432786889,328601,view,136815,,2015-06-04 15:46:26.889
1433435440109,1139651,view,435447,,2015-06-04 16:30:40.109
1433528557332,1173700,view,147480,,2015-06-05 18:22:37.332
1433534750568,78007,view,448650,,2015-06-05 20:05:50.568
1433524029426,676790,view,407325,,2015-06-05 17:07:09.426
1433524828642,590658,view,367132,,2015-06-05 17:20:28.642
1433561602685,495169,view,105108,,2015-06-06 03:33:22.685
1433533050680,1057495,view,412730,,2015-06-05 19:37:30.680
1433539323215,1010417,view,332369,,2015-06-05 21:22:03.215
1433521820757,263925,view,333052,,2015-06-05 16:30:20.757
1433521123820,41508,view,165429,,2015-06-05 16:18:43.820
1433554101714,1140667,view,63721,,2015-06-06 01:28:21.714
1433554353555,1059668,view,120423,,2015-06-06 01:32:33.555
1433536194027,263925,view,440954,,2015-06-05 20:29:54.027
1433534971948,263925,view,461397,,2015-06-05 20:09:31.948
1433527510001,241917,view,19071,,2015-06-05 18:05:10.001
1433524712821,590658,view,367132,,2015-06-05 17:18:32.821
1433565714977,344510,view,342692,,2015-06-06 04:41:54.977
1433570026875,1258873,view,107155,,2015-06-06 05:53:46.875
1433538295717,195346,view,449649,,2015-06-05 21:04:55.717
1433497843293,1070701,view,97303,,2015-06-05 09:50:43.293
1433491168779,725889,view,181550,,2015-06-05 07:59:28.779
1433487976326,452535,view,142604,,2015-06-05 07:06:16.326
1433532497768,1075371,view,97943,,2015-06-05 19:28:17.768
1433531150737,1056223,view,82537,,2015-06-05 19:05:50.737
1433546158151,719592,view,367664,,2015-06-05 23:15:58.151
1433565557856,410943,view,457195,,2015-06-06 04:39:17.856
1433521990101,263925,view,336760,,2015-06-05 16:33:10.101
1433539549545,511216,view,192227,,2015-06-05 21:25:49.545
1433550299788,1196267,view,268336,,2015-06-06 00:24:59.788
1433528468562,1173700,view,147480,,2015-06-05 18:21:08.562
1433534866320,263925,view,397138,,2015-06-05 20:07:46.320
1433536211601,263925,view,461397,,2015-06-05 20:30:11.601
1433486305988,1290897,view,13522,,2015-06-05 06:38:25.988
1433561661362,495169,view,244252,,2015-06-06 03:34:21.362
1433529649066,10048,view,456005,,2015-06-05 18:40:49.066
1433542013283,812745,view,292214,,2015-06-05 22:06:53.283
1433535080213,263925,view,440954,,2015-06-05 20:11:20.213
1433537239572,581827,view,194791,,2015-06-05 20:47:19.572
1433523757269,9341,view,267196,,2015-06-05 17:02:37.269
1433523364871,1391281,view,236844,,2015-06-05 16:56:04.871
1433561220529,843653,view,80745,,2015-06-06 03:27:00.529
1433561408061,1126845,view,376800,,2015-06-06 03:30:08.061
1433561648471,1126845,view,376800,,2015-06-06 03:34:08.471
1433564252309,838998,view,108581,,2015-06-06 04:17:32.309
1433564465590,1145662,view,328692,,2015-06-06 04:21:05.590
1433566356818,1041128,view,138273,,2015-06-06 04:52:36.818
1433521672544,263925,view,337349,,2015-06-05 16:27:52.544
1433519818683,263925,view,440954,,2015-06-05 15:56:58.683
1433520100621,263925,view,254216,,2015-06-05 16:01:40.621
1433555997352,732913,view,333996,,2015-06-06 01:59:57.352
1433511317766,679945,view,356479,,2015-06-05 13:35:17.766
1433512358656,392985,view,422538,,2015-06-05 13:52:38.656
1433514733922,163161,view,108716,,2015-06-05 14:32:13.922
1433561569556,1126845,view,376800,,2015-06-06 03:32:49.556
1433558771547,621598,view,31954,,2015-06-06 02:46:11.547
1433546232108,628871,view,198204,,2015-06-05 23:17:12.108
1433610180162,236946,view,433330,,2015-06-06 17:03:00.162
1433632278737,1056223,view,82537,,2015-06-06 23:11:18.737
1433576327375,769552,view,458345,,2015-06-06 07:38:47.375
1433614414174,582224,view,372845,,2015-06-06 18:13:34.174
1433625463032,1120448,view,312594,,2015-06-06 21:17:43.032
1433576344954,769552,view,283492,,2015-06-06 07:39:04.954
1433595610670,653893,view,375597,,2015-06-06 13:00:10.670
1433612063326,40552,view,59336,,2015-06-06 17:34:23.326
1433625732326,209264,view,21216,,2015-06-06 21:22:12.326
1433651830376,1392764,view,109001,,2015-06-07 04:37:10.376
1433650065575,1159412,view,142088,,2015-06-07 04:07:45.575
1433648453316,8511,view,237203,,2015-06-07 03:40:53.316
1433590393910,771884,view,172605,,2015-06-06 11:33:13.910
1433609602240,592070,view,45089,,2015-06-06 16:53:22.240
1433648703036,962558,view,360744,,2015-06-07 03:45:03.036
1433619122738,459629,view,142466,,2015-06-06 19:32:02.738
1433620173608,459629,view,142466,,2015-06-06 19:49:33.608
1433620713365,602933,view,268335,,2015-06-06 19:58:33.365
1433630205013,595961,view,5411,,2015-06-06 22:36:45.013
1433609258602,535126,view,283063,,2015-06-06 16:47:38.602
1433609176866,535126,view,376697,,2015-06-06 16:46:16.866
1433606577637,9012,view,48320,,2015-06-06 16:02:57.637
1433638738322,1349380,view,466047,,2015-06-07 00:58:58.322
1433630227727,595961,view,33030,,2015-06-06 22:37:07.727
1433655036420,1260029,view,153778,,2015-06-07 05:30:36.420
1433635313139,1056223,view,82537,,2015-06-07 00:01:53.139
1433630110825,516740,view,194791,,2015-06-06 22:35:10.825
1433629243146,1056223,view,82537,,2015-06-06 22:20:43.146
1433616415782,495451,view,255707,,2015-06-06 18:46:55.782
1433573432268,769741,view,318077,,2015-06-06 06:50:32.268
1433595596802,653893,view,375597,,2015-06-06 12:59:56.802
1433730697375,1263809,view,267964,,2015-06-08 02:31:37.375
1433689019362,792650,view,346398,,2015-06-07 14:56:59.362
1433715423467,873536,view,220960,,2015-06-07 22:17:03.467
1433714965802,1405517,view,344950,,2015-06-07 22:09:25.802
1433704401936,717562,view,365095,,2015-06-07 19:13:21.936
1433703156860,24813,view,28945,,2015-06-07 18:52:36.860
1433696353117,1258873,view,107155,,2015-06-07 16:59:13.117
1433730272091,318527,view,82081,,2015-06-08 02:24:32.091
1433730771908,1212395,view,305255,,2015-06-08 02:32:51.908
1433678030400,632580,view,412616,,2015-06-07 11:53:50.400
1433735289915,811764,view,175500,,2015-06-08 03:48:09.915
1433736114797,1057495,view,277119,,2015-06-08 04:01:54.797
1433720265693,201728,view,149949,,2015-06-07 23:37:45.693
1433718297501,1194015,view,153936,,2015-06-07 23:04:57.501
1433737830744,928908,view,118871,,2015-06-08 04:30:30.744
1433702249706,717562,view,66918,,2015-06-07 18:37:29.706
1433710354925,133567,view,81843,,2015-06-07 20:52:34.925
1433734592943,502188,view,262919,,2015-06-08 03:36:32.943
1433706769973,1047769,view,204465,,2015-06-07 19:52:49.973
1433710210177,582224,view,103044,,2015-06-07 20:50:10.177
1433673896237,754999,view,461590,,2015-06-07 10:44:56.237
1433691603294,792650,view,346398,,2015-06-07 15:40:03.294
1433689858084,792650,view,346398,,2015-06-07 15:10:58.084
1433696594592,1258873,view,107155,,2015-06-07 17:03:14.592
1433714967618,1405517,view,344950,,2015-06-07 22:09:27.618
1433724701366,1293169,view,227295,,2015-06-08 00:51:41.366
1433709277291,1045143,view,270966,,2015-06-07 20:34:37.291
1433659834851,901356,view,141846,,2015-06-07 06:50:34.851
1433664724605,1090494,view,379708,,2015-06-07 08:12:04.605
1433691436438,575511,view,382727,,2015-06-07 15:37:16.438
1433687438445,575511,view,382727,,2015-06-07 14:30:38.445
1433740752715,281597,view,32971,,2015-06-08 05:19:12.715
1433742444711,597252,view,466008,,2015-06-08 05:47:24.711
1433693889745,557555,view,253369,,2015-06-07 16:18:09.745
1433696464472,1258873,addtocart,107155,,2015-06-07 17:01:04.472
1433713966591,1261548,view,336891,,2015-06-07 21:52:46.591
1433725604450,1312775,view,92178,,2015-06-08 01:06:44.450
1433702283417,1030494,view,332963,,2015-06-07 18:38:03.417
1433701908791,1030494,view,431357,,2015-06-07 18:31:48.791
1433703202564,717562,view,365095,,2015-06-07 18:53:22.564
